"text-xs","w-full href","rounded-lg src","max-w-[134px] href","text-sm","text-xs 2","text-lg","text-2xs","text-sm 2","whitespace-pre-wrap","whitespace-pre-wrap 2","text-xs 3","w-full href 2","rounded-lg src 2","max-w-[134px] href 2","text-sm 3","text-xs 4","text-lg 2","text-2xs 3","text-sm 4","whitespace-pre-wrap 3","whitespace-pre-wrap 4","text-xs 5","w-full href 3","rounded-lg src 3","max-w-[134px] href 3","text-sm 5","text-xs 6","text-lg 3","text-2xs 5","text-sm 6","whitespace-pre-wrap 5","text-xs 7","w-full href 4","rounded-lg src 4","max-w-[134px] href 4","text-sm 7","text-xs 8","text-lg 4","text-2xs 7","text-2xs 8","relative src 4","inline-flex src","text-xs 9","inline-flex src 2","w-auto src"
"","https://www.carrefouruae.com/mafuae/en/brazilian-beef/braz-beef-rump-steak-dc-/p/741326","https://cdn.mafrservices.com/pim-content/UAE/media/product/741326/1740504695/741326_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/angus/aus-angus-beef-ribeye-steak-dc-/p/888995","Australian Angus Ribeye","300g - Approx 3 pieces/KG","68",".70","","Tod. 12:00 PM","Only 3 left","","https://www.carrefouruae.com/mafuae/en/new-zealand-beef/nz-beef-fondue-dc-/p/73626","https://cdn.mafrservices.com/pim-content/UAE/media/product/73626/1740148257/73626_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/australian-beef/aus-beef-knuckle-stk-dc-/p/1097491","Australian Beef Knuckle Steak","500g - Approx 5 pieces/KG","37",".50","","Tod. 12:00 PM","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/angus/aus-angus-beef-ribeye-steak-dc-/p/888995","https://cdn.mafrservices.com/pim-content/UAE/media/product/888995/1777971000/888995_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/new-zealand-beef/nz-beef-fondue-dc-/p/73626","New Zealand Beef Fondue","500g - Approx 20 pieces/KG","50",".00","","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/australian-beef/aus-beef-knuckle-stk-dc-/p/1097491","https://cdn.mafrservices.com/pim-content/UAE/media/product/1097491/1762146380/1097491_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/brazilian-beef/braz-beef-rump-steak-dc-/p/741326","Brazilian Beef Rump Steak","500g - Approx 5 pieces/KG","33",".00","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","","","",""
"","https://www.carrefouruae.com/mafuae/en/whole-chicken/mixed-parts-soup-900g/p/2246855","https://cdn.mafrservices.com/pim-content/UAE/media/product/2246855/1752124803/2246855_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/whole-chicken/mixed-parts-soup-900g/p/2246855","Al Ain Farms Chicken Mixed Parts for Soup, 900g","AED 11.10 per Kilo","9",".99","","Tod. 12:00 PM","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/whole-chicken/crf-chicken-aj-1kg/p/1753458","https://cdn.mafrservices.com/sys-master-root/ha7/h6e/13137046437918/1753458_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/brazilian-beef/braz-beef-fondue-dc-fp-/p/740094","Brazilian Fondue Beef Family Pack 1.2Kg","1.20KG - Pack size 1.2kg","70",".79","","Tod. 12:00 PM","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/brazilian-beef/braz-beef-fondue-dc-fp-/p/740094","https://cdn.mafrservices.com/sys-master-root/he1/hcc/12495885828126/740094_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/whole-chicken/crf-chicken-aj-1kg/p/1753458","Carrefour Fresh Chicken 1kg","AED 21.99 per Kilo","21",".79","","","","https://www.carrefouruae.com/mafuae/en/whole-chicken/crf-chicken-aj-900g/p/1753457","https://cdn.mafrservices.com/sys-master-root/h9f/hc7/13137045913630/1753457_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/whole-chicken/crf-chicken-aj-900g/p/1753457","Carrefour Fresh Chicken 900g","","19",".79","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","","","",""
"","https://www.carrefouruae.com/mafuae/en/new-zealand-beef/nz-beef-onglet-steack-dc-/p/769181","https://cdn.mafrservices.com/pim-content/UAE/media/product/769181/1768561422/769181_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/lamb-offals/aus-lamb-kidney-dc-/p/975032","Australian Lamb Kidney","500g - Approx 5 pieces/KG","27",".50","","Tod. 12:00 PM","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/prepared-beef/nz-beef-kofta-dc-/p/909930","https://cdn.mafrservices.com/pim-content/UAE/media/product/909930/1767083585/909930_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/wagyu/aus-wagyu-beef-ribeye-stk-dc-/p/1047357","Australian Wagyu Beef Ribeye Steak","300g - Approx 3 pieces/KG","110",".70","","Only 3 left","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/lamb-offals/aus-lamb-kidney-dc-/p/975032","https://cdn.mafrservices.com/pim-content/UAE/media/product/975032/1755686279/975032_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/prepared-beef/nz-beef-kofta-dc-/p/909930","New Zealand Beef Kofta","500g - Approx 9 pieces/KG","40",".00","","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/wagyu/aus-wagyu-beef-ribeye-stk-dc-/p/1047357","https://cdn.mafrservices.com/sys-master-root/h19/h48/14622927749150/1047357_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/new-zealand-beef/nz-beef-onglet-steack-dc-/p/769181","New Zealand Beef Onglet Steak","500g - Approx 2 pieces/KG","44",".50","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","","","","https://cdnprod.mafretailproxy.com/assets/images/tabby_badge_8e0427eefe.svg"
"","","","https://www.carrefouruae.com/mafuae/en/wagyu/aus-wagyu-beef-stroganoff-dc-/p/1025552","Australian Wagyu Beef Stroganoff","500g - Approx 22 pieces/KG","50",".00","","Tod. 12:00 PM","Only 2 left","","","","https://www.carrefouruae.com/mafuae/en/frozen-beef/braz-frozen-bf-tongue/p/69761","Brazilian Frozen Beef Tongue","1KG - Approx 2 pieces/KG","39",".79","","Tod. 12:00 PM","Tod. 12:00 PM","","","","https://www.carrefouruae.com/mafuae/en/chicken-thigh/thighs-900g-10-free-/p/2246854","Al Ain Farms Chicken Thighs, 900g","AED 26.43 per Kilo","23",".79","","Tod. 12:00 PM","","","","https://www.carrefouruae.com/mafuae/en/mix-prepared/braz-beef-sausage-toulouse-dc-tr-/p/1476490","Brazilian Beef Sausage Toulouse","500g - Approx 2 pieces/KG","25",".00","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","","","",""
"","https://www.carrefouruae.com/mafuae/en/chicken-leg/whole-legs-900g-15-free-/p/2246857","https://cdn.mafrservices.com/pim-content/UAE/media/product/2246857/1752124803/2246857_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/new-zealand-beef/nz-beef-rump-steak-dc-/p/68989","New Zealand Beef Rump Steak","500g - Approx 2 pieces/KG","59",".50","","Tod. 12:00 PM","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/new-zealand-beef/nz-beef-tenderloin-steak-dc-/p/69181","https://cdn.mafrservices.com/pim-content/UAE/media/product/69181/1767683785/69181_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/angus/aus-angus-beef-topside-steak-dc-/p/889002","Australian Angus Beef Topside Steak","500g - Approx 4 pieces/KG","50",".00","","Tod. 12:00 PM","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/new-zealand-beef/nz-beef-rump-steak-dc-/p/68989","https://cdn.mafrservices.com/sys-master-root/hc4/hee/10958034501662/68989_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/new-zealand-beef/nz-beef-tenderloin-steak-dc-/p/69181","New Zealand Beef Tenderloin Steak","500g - Approx 2 pieces/KG","114",".50","","","","https://www.carrefouruae.com/mafuae/en/angus/aus-angus-beef-topside-steak-dc-/p/889002","https://cdn.mafrservices.com/pim-content/UAE/media/product/889002/1756357203/889002_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/chicken-leg/whole-legs-900g-15-free-/p/2246857","Al Ain Farms Chicken Whole Legs, 900g","AED 29.21 per Kilo","26",".29","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","","","","https://cdnprod.mafretailproxy.com/assets/images/tabby_badge_8e0427eefe.svg"
"","https://www.carrefouruae.com/mafuae/en/chicken-leg/drumsticks-900g-15-free-/p/2246858","https://cdn.mafrservices.com/pim-content/UAE/media/product/2246858/1752124803/2246858_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/wagyu/aus-wagyu-beef-fondue-dc-/p/1025555","Australian Wagyu Beef Fondue","500g - Approx 22 pieces/KG","50",".00","","Tod. 12:00 PM","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/new-zealand-beef/nz-beef-topside-roast-dc-/p/68985","https://cdn.mafrservices.com/pim-content/UAE/media/product/68985/1744290004/68985_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/new-zealand-beef/nz-beef-cote-ribs-dc-/p/69808","New Zealand Beef Cote Ribs","800g - Approx 2 pieces/KG","111",".20","","Tod. 12:00 PM","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/wagyu/aus-wagyu-beef-fondue-dc-/p/1025555","https://cdn.mafrservices.com/pim-content/UAE/media/product/1025555/1760603676/1025555_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/chicken-leg/drumsticks-900g-15-free-/p/2246858","Al Ain Farms Chicken Drumsticks, 900g","AED 30.32 per Kilo","27",".29","","","","https://www.carrefouruae.com/mafuae/en/new-zealand-beef/nz-beef-cote-ribs-dc-/p/69808","https://cdn.mafrservices.com/sys-master-root/h3b/h09/11349578776606/69808_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/new-zealand-beef/nz-beef-topside-roast-dc-/p/68985","New Zealand Beef Topside Roast","500g - Approx 2 pieces/KG","50",".00","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","","","","https://cdnprod.mafretailproxy.com/assets/images/tabby_badge_8e0427eefe.svg"
"","https://www.carrefouruae.com/mafuae/en/whole-chicken/crf-chicken-skinless-cut-ups-aj-1kg/p/1753471","https://cdn.mafrservices.com/sys-master-root/h1f/h0b/13137047289886/1753471_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/new-zealand-beef/nz-beef-topside-steak-dc-/p/68977","New Zealand Beef Topside Steak","500g - Approx 2 pieces/KG","50",".00","","Tod. 12:00 PM","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/whole-chicken/crf-chicken-aj-1-1kg/p/1753459","https://cdn.mafrservices.com/sys-master-root/h81/h02/13137047683102/1753459_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/new-zealand-beef/nz-beef-knuckle-steak-dc-/p/756242","New Zealand Beef Knuckle Steak","500g - Approx 5 pieces/KG","47",".50","","Tod. 12:00 PM","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/new-zealand-beef/nz-beef-topside-steak-dc-/p/68977","https://cdn.mafrservices.com/pim-content/UAE/media/product/68977/1768200304/68977_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/whole-chicken/crf-chicken-skinless-cut-ups-aj-1kg/p/1753471","Carrefour Skinless Chicken Cut Ups 1kg","AED 21.17 per Kilo","23",".99","","","","https://www.carrefouruae.com/mafuae/en/new-zealand-beef/nz-beef-knuckle-steak-dc-/p/756242","https://cdn.mafrservices.com/pim-content/UAE/media/product/756242/1740504765/756242_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/whole-chicken/crf-chicken-aj-1-1kg/p/1753459","Carrefour Fresh Chicken 1.1kg","","23",".29","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","","","",""
"","https://www.carrefouruae.com/mafuae/en/mutton/ind-mutton-stew-dc-tr-/p/69096","https://cdn.mafrservices.com/pim-content/UAE/media/product/69096/1737968405/69096_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/lamb-goat/tzn-mutton-stew-bone-in-dc-tr-/p/2259815","Tanzanian Mutton Stew Import","500g - Approx 2 pieces/KG","18",".75","","Tod. 12:00 PM","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/chicken-leg/crf-chicken-leg-aj-500g/p/1753469","https://cdn.mafrservices.com/sys-master-root/hfa/hc0/13137049026590/1753469_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/mutton/ind-mutton-shoulder-dc-tr-/p/69121","Indian Mutton Shoulder","1.20KG - Approx 1 piece/KG","62",".39","","Tod. 12:00 PM","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/lamb-goat/tzn-mutton-stew-bone-in-dc-tr-/p/2259815","https://cdn.mafrservices.com/pim-content/UAE/media/product/2259815/1764234005/2259815_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/chicken-leg/crf-chicken-leg-aj-500g/p/1753469","Carrefour Chicken Leg 500g","AED 31.58 per Kilo","15",".79","","","","https://www.carrefouruae.com/mafuae/en/mutton/ind-mutton-shoulder-dc-tr-/p/69121","https://cdn.mafrservices.com/sys-master-root/h22/h0c/13708915671070/69121_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/mutton/ind-mutton-stew-dc-tr-/p/69096","Indian Mutton Stew","500g - Approx 5 pieces/KG","20",".95","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","","","",""
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/chicken-leg/al-khazna-sl-bne-in-dmstick-400g/p/1585013","https://cdn.mafrservices.com/pim-content/UAE/media/product/1585013/1756872603/1585013_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/angus/aus-angus-beef-striploin-steak-dc-/p/888997","Australian Angus Striploin","300g - Approx 3 pieces/KG","65",".70","","Tod. 12:00 PM","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/mutton/ind-mutton-neck-dc-tr-/p/413851","https://cdn.mafrservices.com/pim-content/UAE/media/product/413851/1737968405/413851_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/mutton/ind-mutton-leg-dc-tr-/p/69356","Indian Mutton Leg","1.50KG","79",".49","","Tod. 12:00 PM","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/angus/aus-angus-beef-striploin-steak-dc-/p/888997","https://cdn.mafrservices.com/pim-content/UAE/media/product/888997/1744272003/888997_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/mutton/ind-mutton-neck-dc-tr-/p/413851","Indian Mutton Neck","500g - Approx 5 pieces/KG","25",".50","","","","https://www.carrefouruae.com/mafuae/en/mutton/ind-mutton-leg-dc-tr-/p/69356","https://cdn.mafrservices.com/pim-content/UAE/media/product/69356/1737968405/69356_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/chicken-leg/al-khazna-sl-bne-in-dmstick-400g/p/1585013","Al Khazna, Chicken, Fresh Skinless Chicken Drumsticks, 400g","AED 37.48 per Kilo","14",".99","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png",""
"","https://www.carrefouruae.com/mafuae/en/brazilian-beef/braz-beef-mince-dc-fp-/p/2251971","https://cdn.mafrservices.com/pim-content/UAE/media/product/2251971/1776070800/2251971_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/mutton/ind-mutton-shortloin-dc-tr-/p/306114","Indian Mutton Ribs Fillet","500g - Approx 5 pieces/KG","27",".00","","Tod. 12:00 PM","Only 1 left","","https://www.carrefouruae.com/mafuae/en/mutton/ind-mutton-mince-dc-tr-/p/1011466","https://cdn.mafrservices.com/sys-master-root/hbc/h36/11254094823454/1011466_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/australian-beef/angus-bone-in-ribeye-steak-mb3-/p/1908514","LP Australian Angus Ribeye Bone In Steak MB3+","600g - Approx 2 pieces/KG","161",".40","","Tod. 12:00 PM","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/mutton/ind-mutton-shortloin-dc-tr-/p/306114","https://cdn.mafrservices.com/sys-master-root/h25/h3d/14728948219934/306114_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/mutton/ind-mutton-mince-dc-tr-/p/1011466","Indian Mutton Mince","500g - Approx 5 pieces/KG","30",".00","","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/australian-beef/angus-bone-in-ribeye-steak-mb3-/p/1908514","https://cdn.mafrservices.com/pim-content/UAE/media/product/1908514/1760965757/1908514_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/brazilian-beef/braz-beef-mince-dc-fp-/p/2251971","Brazilian Beef Mince Import","500g - Approx 2 pieces/KG","17",".00","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","","","","https://cdnprod.mafretailproxy.com/assets/images/tabby_badge_8e0427eefe.svg"
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/australian-lamb/aus-lamb-forequarter-dc-/p/2258132","https://cdn.mafrservices.com/pim-content/UAE/media/product/2258132/1774969200/2258132_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/whole-chicken/alyoum-fresh-chicken-900g/p/1090737","Alyoum Fresh Chicken 900g","AED 23.88 per Kilo","21",".49","","Tod. 12:00 PM","Tod. 12:00 PM","Limited Time Offer","https://www.carrefouruae.com/mafuae/en/whole-chicken/alyoum-whole-chicken-900gx2/p/1814570","https://cdn.mafrservices.com/pim-content/UAE/media/product/1814570/1725883804/1814570_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/whole-chicken/alyoum-fresh-chicken-t-pack-700gx2/p/1090752","Alyoum Fresh Chicken 700g Pack of 2","AED 24.85 per Kilo","34",".79","","Tod. 12:00 PM","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/whole-chicken/alyoum-fresh-chicken-900g/p/1090737","https://cdn.mafrservices.com/pim-content/UAE/media/product/1090737/1725883804/1090737_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/whole-chicken/alyoum-whole-chicken-900gx2/p/1814570","Alyoum Whole Chicken 900g Pack of 2","AED 24.61 per Kilo","44",".29","","","","https://www.carrefouruae.com/mafuae/en/whole-chicken/alyoum-fresh-chicken-t-pack-700gx2/p/1090752","https://cdn.mafrservices.com/sys-master-root/h00/h10/10307668869150/1090752_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/australian-lamb/aus-lamb-forequarter-dc-/p/2258132","Australian Lamb Forequarter Import","2.20KG","147",".38","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","https://cdnprod.mafretailproxy.com/assets/images/tabby_badge_8e0427eefe.svg"
"LOW PRICES","","","https://www.carrefouruae.com/mafuae/en/holand-beef/dutch-veal-tenderloin-steak-di/p/2288469","Dutch Veal Tenderloin Steak Import","500g - Approx 2 pieces/KG","69",".50","","Tod. 12:00 PM","Tod. 12:00 PM","","","","https://www.carrefouruae.com/mafuae/en/australian-lamb/aus-lamb-carcass-di-tr-/p/2258137","Australian Whole Lamb Import","10KG - Approx 1 piece/KG","679",".90","","Tod. 12:00 PM","Tod. 12:00 PM","","","","https://www.carrefouruae.com/mafuae/en/lamb-offals/local-nuaimi-lamb-ribs-bin-dc-tr-/p/2249997","Nuaimi Lamb Ribs","2.20KG","239",".80","","","","","","https://www.carrefouruae.com/mafuae/en/whole-chicken/alyoum-fr-mixed-parts-900g/p/1739796","Alyoum Fresh Chicken Mixed Parts 900g","AED 23.88 per Kilo","21",".49","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","https://cdnprod.mafretailproxy.com/assets/images/tabby_badge_8e0427eefe.svg"
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/whole-chicken/alyoum-fresh-chicken-t-pack-1000gx2/p/1090753","https://cdn.mafrservices.com/sys-master-root/h1f/hc9/16376993087518/1090753_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/whole-chicken/alyoum-fresh-chicken-s-pack-1100g/p/1090757","Alyoum Premium Fresh Chicken 1100g","AED 25.90 per Kilo","28",".49","","Tod. 12:00 PM","Tod. 12:00 PM","LOW PRICES","https://www.carrefouruae.com/mafuae/en/chicken-breast/al-rawdah-chicken-breast-b-less-1kg/p/12432","https://cdn.mafrservices.com/sys-master-root/hf5/hcb/28546425880606/12432_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/whole-chicken/alyoum-fresh-chicken-t-pack-1000gx2/p/1090753","Alyoum Fresh Chicken 1kg Pack of 2","AED 24.50 per Kilo","48",".99","","Tod. 12:00 PM","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/whole-chicken/alyoum-fresh-chicken-s-pack-1100g/p/1090757","https://cdn.mafrservices.com/pim-content/UAE/media/product/1090757/1722568203/1090757_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/chicken-breast/al-rawdah-chicken-breast-b-less-1kg/p/12432","Al Rawdah Fresh Boneless Skinless Chicken Breast 1kg","AED 24.11 per Kilo","56",".99","","","","https://www.carrefouruae.com/mafuae/en/whole-chicken/alyoum-fresh-chicken-800g/p/1090736","https://cdn.mafrservices.com/sys-master-root/hdc/h98/49068927483934/1090736_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/whole-chicken/alyoum-fresh-chicken-800g/p/1090736","Alyoum Fresh Chicken 800g","","19",".29","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png",""
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/australian-lamb/aus-lamb-neck-dc-/p/2258102","https://cdn.mafrservices.com/pim-content/UAE/media/product/2258102/1777015105/2258102_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/whole-chicken/alyoum-fresh-chicken-s-pack-900g/p/1090755","Alyoum Premium Fresh Chicken 900g","AED 26.10 per Kilo","23",".49","","Tod. 12:00 PM","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/whole-chicken/alyoum-fresh-chicken-t-pack-1200g/p/1090750","https://cdn.mafrservices.com/sys-master-root/h18/hc0/15956789198878/1090750_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/brazilian-beef/braz-beef-cubes-lowfat-dc-fp-/p/2251526","Brazilian Beef Cubes Low Fat Import","500g - Approx 2 pieces/KG","23",".45","","Tod. 12:00 PM","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/whole-chicken/alyoum-fresh-chicken-s-pack-900g/p/1090755","https://cdn.mafrservices.com/pim-content/UAE/media/product/1090755/1722568203/1090755_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/whole-chicken/alyoum-fresh-chicken-t-pack-1200g/p/1090750","Alyoum Fresh Whole Chicken 1200g","AED 27.49 per Kilo","32",".99","","","","https://www.carrefouruae.com/mafuae/en/brazilian-beef/braz-beef-cubes-lowfat-dc-fp-/p/2251526","https://cdn.mafrservices.com/pim-content/UAE/media/product/2251526/1776070800/2251526_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/australian-lamb/aus-lamb-neck-dc-/p/2258102","Australian Lamb Neck Import","500g - Approx 2 pieces/KG","33",".50","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png",""
"LOW PRICES","","","https://www.carrefouruae.com/mafuae/en/australian-lamb/aus-lamb-stew-dc-/p/2258150","Australian Lamb Stew Import","500g - Approx 2000 pieces/KG","31",".00","","Tod. 12:00 PM","Tod. 12:00 PM","LOW PRICES","","","https://www.carrefouruae.com/mafuae/en/whole-chicken/alyoum-fresh-chicken-s-pack-800g/p/1090754","Alyoum Fresh Chicken Shrink Pack 800g","AED 26.24 per Kilo","20",".99","","Tod. 12:00 PM","Only 4 left","","","","https://www.carrefouruae.com/mafuae/en/chicken-thigh/alyoum-thigh-fr-750g-150g-free/p/1943815","Alyoum Fresh Chicken Thigh 900g","AED 28.88 per Kilo","25",".99","","Tod. 12:00 PM","","","","https://www.carrefouruae.com/mafuae/en/whole-chicken/alyoum-fresh-chicken-t-pack800gx2/p/1274435","Alyoum Fresh Chicken 800g Pack of 2","AED 24.68 per Kilo","39",".49","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png",""
"LOW PRICES","","","https://www.carrefouruae.com/mafuae/en/whole-chicken/alyoum-fresh-ckn-tray-pack-600gx2/p/1238619","Alyoum Fresh Chicken 600g Pack of 2","AED 24.99 per Kilo","29",".99","","Tod. 12:00 PM","Tod. 12:00 PM","LOW PRICES","","","https://www.carrefouruae.com/mafuae/en/whole-chicken/al-ain-chicken-minced-meat-500g/p/365821","Al Ain Fresh Chicken Minced 500g","AED 40.58 per Kilo","20",".29","","Only 3 left","Tod. 12:00 PM","","","","https://www.carrefouruae.com/mafuae/en/australian-lamb/aus-lamb-rack-cap-on-dc-/p/2258100","Australian Lamb Rack Cap On Import","300g","44",".70","","Tod. 12:00 PM","","","","https://www.carrefouruae.com/mafuae/en/whole-chicken/alyoum-fresh-chicken-1200g/p/1090740","Alyoum Fresh Chicken 1.2kg","","28",".29","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png",""
