"text-xs","w-full href","rounded-lg src","max-w-[134px] href","text-sm","text-xs 3","text-lg","text-2xs","whitespace-pre-wrap","whitespace-pre-wrap 2","w-full href 2","rounded-lg src 2","max-w-[134px] href 2","text-sm 3","text-xs 6","text-lg 2","text-2xs 3","text-2xs 4","relative src 2","whitespace-pre-wrap 3","w-full href 3","rounded-lg src 3","max-w-[134px] href 3","text-sm 5","text-xs 8","text-lg 3","text-2xs 5","whitespace-pre-wrap 4","whitespace-pre-wrap 5","w-full href 4","rounded-lg src 4","max-w-[134px] href 4","text-sm 6","text-xs 9","text-lg 4","text-2xs 7","whitespace-pre-wrap 6"
"BESTSELLER","https://www.carrefouruae.com/mafuae/en/olives/olives-green-pitted-spanish/p/290354","https://cdn.mafrservices.com/pim-content/UAE/media/product/290354/1757659507/290354_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/olives/olives-green-pitted-spanish/p/290354","Pitted Green Olives (Spain)","250g - Pack size 1kg","7",".47","Tod. 12:00 PM","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/sea-foods/salmon-caviar-tin-140g/p/1145440","https://cdn.mafrservices.com/pim-content/UAE/media/product/1145440/1737023715/1145440_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/sea-foods/carrefour-smoked-salmon-norway-100g/p/2135406","Carrefour Smoked Norway Salmon, 100g","AED 234.90 per Kilo","23",".49","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Only 1 left","https://www.carrefouruae.com/mafuae/en/chicken/chicken-breast-w-pepper-cold-100g/p/1411705","https://cdn.mafrservices.com/sys-master-root/ha6/hb0/12659530760222/1411705_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/chicken/chicken-breast-w-pepper-cold-100g/p/1411705","Perutnina Slim and Fit Chicken Breast with Pepper 100g","AED 109.90 per Kilo","10",".99","Tod. 12:00 PM","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/sea-foods/carrefour-smoked-salmon-norway-100g/p/2135406","https://cdn.mafrservices.com/sys-master-root/h73/hee/52147599835166/2135406_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/sea-foods/salmon-caviar-tin-140g/p/1145440","Santa Bremor Salmon Caviar 140g","AED 606.36 per Kilo","84",".89",""
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/olives/turkish-grilled-olives/p/1734821","https://cdn.mafrservices.com/pim-content/UAE/media/product/1734821/1757659008/1734821_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/olives/turkish-grilled-olives/p/1734821","Turkish Grilled Olives","250g - Approx 40 pieces/KG","10",".62","Tod. 12:00 PM","Only 2 left","https://www.carrefouruae.com/mafuae/en/turkey/turkey-mortadella-cheese-di-/p/2254031","https://cdn.mafrservices.com/pim-content/UAE/media/product/2254031/1760520006/2254031_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/beef/prime-beef-frankfurter-400g/p/12095","Prime Beef Frankfurters, 400g","AED 23.72 per Kilo","9",".49","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/chicken/poli-sausage-500g/p/2140913","https://cdn.mafrservices.com/pim-content/UAE/media/product/2140913/1756098603/2140913_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/turkey/turkey-mortadella-cheese-di-/p/2254031","Fresh Farm Turkey Luncheon Cheese","250g - Approx 4 pieces/KG","5",".00","Tod. 12:00 PM","Only 4 left","https://www.carrefouruae.com/mafuae/en/beef/prime-beef-frankfurter-400g/p/12095","https://cdn.mafrservices.com/pim-content/UAE/media/product/12095/1765260604/12095_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/chicken/poli-sausage-500g/p/2140913","Poli Chicken Sausage, 500g","AED 55.98 per Kilo","27",".99","Tod. 12:00 PM"
"33% OFF","https://www.carrefouruae.com/mafuae/en/chicken/zogi-chicken-mortadella-500g/p/1411349","https://cdn.mafrservices.com/sys-master-root/h72/h65/13603179626526/1411349_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/herbs-pulses/figs-dried-eco-dc/p/2297015","Figs Dried","1KG - Pack size 1 Kg","39",".99","Tod. 12:00 PM","Only 2 left","https://www.carrefouruae.com/mafuae/en/chicken/perutnina-chicken-frankfurter-200g/p/1540356","https://cdn.mafrservices.com/sys-master-root/h2a/h5a/47827974783006/1540356_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/chicken/zogi-chicken-mortadella-500g/p/1411349","Zogi Chicken Mortadella 500g","AED 27.58 per Kilo","13",".79","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/turkey/sibel-turkey-chk-salami-150gr/p/1083214","https://cdn.mafrservices.com/pim-content/UAE/media/product/1083214/1756098603/1083214_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/chicken/perutnina-chicken-frankfurter-200g/p/1540356","Perutnina Extra Chicken Frankfurter 200g","AED 62.45 per Kilo","12",".49","Tod. 12:00 PM","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/herbs-pulses/figs-dried-eco-dc/p/2297015","https://cdn.mafrservices.com/pim-content/UAE/media/product/2297015/1778674200/2297015_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/turkey/sibel-turkey-chk-salami-150gr/p/1083214","Sibel Texa-Star Turkey and Chicken Salami with Paprika, 150g","AED 79.27 per Kilo","11",".89",""
"18% OFF","https://www.carrefouruae.com/mafuae/en/sea-foods/herring-fillet-matjas-original-in/p/1099122","https://cdn.mafrservices.com/sys-master-root/h92/h9e/12659175817246/1099122_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/turkey/perutnina-slim-fit-turkey-100g/p/1258930","Perutnina Turkey Sausage Slices 100g","AED 120.90 per Kilo","12",".09","Only 2 left","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/chicken/sibel-turk-chk-150gr/p/1083213","https://cdn.mafrservices.com/pim-content/UAE/media/product/1083213/1756098603/1083213_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/sea-foods/herring-fillet-matjas-260g/p/1160506","Santa Bremor Matjes Herring Fillet 260g","AED 83.04 per Kilo","21",".59","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/sea-foods/herring-fillet-matjas-260g/p/1160506","https://cdn.mafrservices.com/sys-master-root/h90/h3d/8951959355422/1160506_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/chicken/sibel-turk-chk-150gr/p/1083213","Sibel Texa-Star Turkey and Chicken Salami, 150g","AED 79.27 per Kilo","11",".89","Tod. 12:00 PM","Only 1 left","https://www.carrefouruae.com/mafuae/en/turkey/perutnina-slim-fit-turkey-100g/p/1258930","https://cdn.mafrservices.com/sys-master-root/h9f/hd6/12659316228126/1258930_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/sea-foods/herring-fillet-matjas-original-in/p/1099122","Cahta Gpemop Mathac Herring Fillet 150g","","15",".39","Tod. 12:00 PM"
"22% OFF","https://www.carrefouruae.com/mafuae/en/sea-foods/herring-flt-matjas-smoked-250g/p/1091053","https://cdn.mafrservices.com/sys-master-root/hff/h38/8951929110558/1091053_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/turkey/greenhill-farm-turky-smoklink-396g/p/1554364","Greenhill Farm Turkey Hot Smoked Sausage 396g","AED 74.47 per Kilo","29",".49","Tod. 12:00 PM","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/sea-foods/santa-bremor-krill-spread-150g/p/1281207","https://cdn.mafrservices.com/sys-master-root/h18/h37/11260884942878/1281207_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/sea-foods/herring-flt-matjas-smoked-250g/p/1091053","Santa Bremor Herring Fillet Matjes Smoked 250g","AED 69.96 per Kilo","17",".49","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/chicken/perutnina-chicken-frankfurter-400g/p/1540358","https://cdn.mafrservices.com/sys-master-root/h6d/h53/47827974979614/1540358_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/sea-foods/santa-bremor-krill-spread-150g/p/1281207","Santa Bremor Krill Spread 150g","AED 109.27 per Kilo","16",".39","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/turkey/greenhill-farm-turky-smoklink-396g/p/1554364","https://cdn.mafrservices.com/sys-master-root/h98/h6f/13603182968862/1554364_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/chicken/perutnina-chicken-frankfurter-400g/p/1540358","Perutnina Extra Chicken Frankfurter 400g","AED 60.48 per Kilo","24",".19",""
"20% OFF","https://www.carrefouruae.com/mafuae/en/turkey/sibel-sliced-smoked-turkey-150g/p/1083220","https://cdn.mafrservices.com/sys-master-root/he7/hb8/13085036642334/1083220_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/turkey/sibel-sliced-smoked-turkey-150g/p/1083220","Sibel Texa Star Turkey And Chicken Sliced With Paprika 150g","AED 136.60 per Kilo","20",".49","Tod. 12:00 PM","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/smoked-roasted-turkey/tulkarem-chicken-mort-plain-500g/p/1911030","https://cdn.mafrservices.com/sys-master-root/hf4/h11/61921312505886/1911030_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/beef/greenhill-farm-beef-smok-link-396g/p/1554365","Greenhill Farm Beef Smoked Sausage Links 396g","AED 101.74 per Kilo","40",".29","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/herbs-pulses/apricot-dried-eco-dc/p/2297014","https://cdn.mafrservices.com/pim-content/UAE/media/product/2297014/1779277601/2297014_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/smoked-roasted-turkey/tulkarem-chicken-mort-plain-500g/p/1911030","Tulkarem Plain Chicken Mortadella 500g","1KG - Pack size 1 Kg","9",".99","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/beef/greenhill-farm-beef-smok-link-396g/p/1554365","https://cdn.mafrservices.com/sys-master-root/h43/h08/13787597144094/1554365_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/herbs-pulses/apricot-dried-eco-dc/p/2297014","Apricot Dried","","69",".99",""
"51% OFF","https://www.carrefouruae.com/mafuae/en/smoked-roasted-turkey/tulkarem-chicken-mort-olives-500g/p/1911032","https://cdn.mafrservices.com/sys-master-root/hec/hd3/48130712371230/1911032_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/smoked-roasted-turkey/tulkarem-chicken-mort-olives-500g/p/1911032","Tulkarem Chicken Mortadella with Olives 500g","","9",".99","Tod. 12:00 PM","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"51% OFF","https://www.carrefouruae.com/mafuae/en/smoked-roasted-turkey/tulkarem-chicken-mort-olives-500g/p/1911032","https://cdn.mafrservices.com/sys-master-root/hec/hd3/48130712371230/1911032_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/smoked-roasted-turkey/tulkarem-chicken-mort-olives-500g/p/1911032","Tulkarem Chicken Mortadella with Olives 500g","AED 72.90 per Kilo","9",".99","Tod. 12:00 PM","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/chicken/perutnina-chicken-frankfurter-100g/p/1540355","https://cdn.mafrservices.com/sys-master-root/h93/h5d/47827974684702/1540355_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/chicken/perutnina-chicken-frankfurter-100g/p/1540355","Perutnina Extra Chicken Frankfurter 100g","AED 104.02 per Kilo","7",".29","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/chicken/perutnina-gala-400gr/p/1922045","https://cdn.mafrservices.com/pim-content/UAE/media/product/1922045/1754539804/1922045_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/beef/greenhill-farm-beef-sausage-396g/p/1554363","Greenhill Farm Polska Kielbasa Smoked Beef Sausage 396g","AED 27.72 per Kilo","41",".19","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/beef/greenhill-farm-beef-sausage-396g/p/1554363","https://cdn.mafrservices.com/sys-master-root/h12/heb/12659701252126/1554363_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/chicken/perutnina-gala-400gr/p/1922045","Perutnina Ptuj Chicken Gala, 400g","","11",".09",""
"22% OFF","https://www.carrefouruae.com/mafuae/en/beef/greenhill-farm-angs-beef-frnk-424g/p/1554367","https://cdn.mafrservices.com/sys-master-root/hec/h72/13603182870558/1554367_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/turkey/greenhill-farm-turkey-sausage-400g/p/1554368","Greenhill Farm Smoked Turkey Cocktail Mini Sausage 400g","AED 73.98 per Kilo","29",".59","Tod. 12:00 PM","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/beef/greenhill-farm-beef-sausage-400g/p/1554369","https://cdn.mafrservices.com/sys-master-root/hac/h62/12854612623390/1554369_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/smoked-roasted-turkey/siniora-turkey-roast/p/327217","Siniora Roasted Turkey","250g - Approx 22 pieces/KG","21",".22","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/smoked-roasted-turkey/siniora-turkey-roast/p/327217","https://cdn.mafrservices.com/sys-master-root/hef/he0/28432024764446/327217_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/beef/greenhill-farm-angs-beef-frnk-424g/p/1554367","Greenhill Farm Beef Angus Franks Bun Size 424g","AED 112 per Kilo","47",".49","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/turkey/greenhill-farm-turkey-sausage-400g/p/1554368","https://cdn.mafrservices.com/sys-master-root/hc7/ha0/12659702562846/1554368_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/beef/greenhill-farm-beef-sausage-400g/p/1554369","Greenhill Farm Beef Sausages 400g","AED 102.73 per Kilo","41",".09",""
"20% OFF","https://www.carrefouruae.com/mafuae/en/olives/olives-green-jordan-w-oil-zaatar/p/371784","https://cdn.mafrservices.com/pim-content/UAE/media/product/371784/1770456197/371784_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/olives/olives-green-jordan-w-oil-zaatar/p/371784","Jordanian Green Olives In Oil With Zaatar","250g - Pack size 1kg","7",".00","Tod. 12:00 PM","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/olives/olives-black-sliced-spanish/p/66441","https://cdn.mafrservices.com/sys-master-root/h80/hf6/33952357285918/66441_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/chicken/perutnina-chickn-frankfrtr-250g/p/1540353","Perutnina Extra Big Chicken Frankfurter 250g","AED 66.36 per Kilo","16",".59","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/smoked-roasted-turkey/volys-smoked-turkey-breast/p/1634674","https://cdn.mafrservices.com/pim-content/UAE/media/product/1634674/1767861960/1634674_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/olives/olives-black-sliced-spanish/p/66441","Sliced Black Olives (Spain)","300g - Approx 3 pieces/KG","9",".72","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/chicken/perutnina-chickn-frankfrtr-250g/p/1540353","https://cdn.mafrservices.com/sys-master-root/hcb/h67/47827974389790/1540353_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/smoked-roasted-turkey/volys-smoked-turkey-breast/p/1634674","Volys Smoked Turkey Breast","250g - Approx 22 pieces/KG","36",".25",""
"","https://www.carrefouruae.com/mafuae/en/smoked-roasted-turkey/volys-grilled-turkey-breast-kg/p/989678","https://cdn.mafrservices.com/pim-content/UAE/media/product/989678/1766732915/989678_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/smoked-roasted-turkey/volys-grilled-turkey-breast-kg/p/989678","Volys Grilled Turkey Breast","250g - Approx 22 pieces/KG","37",".25","Tod. 12:00 PM","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/antipasti/sundried-tomato/p/2240583","https://cdn.mafrservices.com/pim-content/UAE/media/product/2240583/1747804121/2240583_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/antipasti/sundried-tomato/p/2240583","Sundried Tomato","200g - Approx 10 pieces/KG","17",".90","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/olives/olive-kalamata-giant-greek/p/1261946","https://cdn.mafrservices.com/pim-content/UAE/media/product/1261946/1754974169/1261946_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/smoked-roasted-turkey/prime-turk-brea-smok-l-fat/p/1242718","Prime Low-Fat Smoked Turkey Breast","250g - Approx 22 pieces/KG","22",".37","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/smoked-roasted-turkey/prime-turk-brea-smok-l-fat/p/1242718","https://cdn.mafrservices.com/pim-content/UAE/media/product/1242718/1755162123/1242718_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/olives/olive-kalamata-giant-greek/p/1261946","Giant Kalamata Olives (Greece)","500g - Approx 2 pieces/KG","17",".00",""
"","https://www.carrefouruae.com/mafuae/en/pickles/mixed-pickle-egypt/p/66058","https://cdn.mafrservices.com/sys-master-root/h31/h90/8947097665566/66058_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/pickles/mixed-pickle-egypt/p/66058","Mixed Pickles (Egypt)","250g - Approx 25 pieces/KG","1",".80","Tod. 12:00 PM","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/smoked-roasted-beef/bavaria-rost-beef-oval/p/1881260","https://cdn.mafrservices.com/sys-master-root/h89/h8a/33990969884702/1881260_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/smoked-roasted-beef/bavaria-rost-beef-oval/p/1881260","Bavaria Oval Beef Roast","150g - Approx 50 pieces/KG","15",".75","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Only 1 left","https://www.carrefouruae.com/mafuae/en/pickles/magdous-with-oil-lebanon/p/858990","https://cdn.mafrservices.com/sys-master-root/he8/hfe/28222361141278/858990_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/smoked-roasted-turkey/lapiara-cooked-turkey-breast-1-fat/p/1859778","La Piara Cooked Turkey Breast 1% Fat","100g - Approx 50 pieces/KG","11",".50","Tod. 12:00 PM","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/smoked-roasted-turkey/lapiara-cooked-turkey-breast-1-fat/p/1859778","https://cdn.mafrservices.com/sys-master-root/h4c/h8a/27425784627230/1859778_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/pickles/magdous-with-oil-lebanon/p/858990","Magdous in Oil","200g - Approx 33 pieces/KG","6",".80",""
"BESTSELLER","https://www.carrefouruae.com/mafuae/en/olives/olives-black-lebanon-w-oil/p/66064","https://cdn.mafrservices.com/sys-master-root/h00/h91/11615878742046/66064_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/olives/olives-black-lebanon-w-oil/p/66064","Black Olives in Oil (Lebanon)","250g - Approx 40 pieces/KG","6",".25","Tod. 12:00 PM","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/olives/olives-black-jordan-with-oil/p/1117441","https://cdn.mafrservices.com/pim-content/UAE/media/product/1117441/1762146811/1117441_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/sea-foods/estro-atlantic-smoked-salmon-80g/p/1540155","Estro Atlantic Smoked Salmon, 80g","AED 153.63 per Kilo","12",".29","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/smoked-roasted-turkey/al-raya-turk-smok-roast/p/1158050","https://cdn.mafrservices.com/pim-content/UAE/media/product/1158050/1767862799/1158050_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/olives/olives-black-jordan-with-oil/p/1117441","Jordanian Black Olives In Oil","250g - Approx 40 pieces/KG","7",".60","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/sea-foods/estro-atlantic-smoked-salmon-80g/p/1540155","https://cdn.mafrservices.com/sys-master-root/h2c/hc0/12659658555422/1540155_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/smoked-roasted-turkey/al-raya-turk-smok-roast/p/1158050","Al Raya Smoked And Roasted Turkey","250g - Approx 22 pieces/KG","24",".87",""
"31% OFF","https://www.carrefouruae.com/mafuae/en/pickles/palestine-style-makdous-with-oil/p/2297158","https://cdn.mafrservices.com/pim-content/UAE/media/product/2297158/1778570389/2297158_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/pickles/palestine-style-makdous-with-oil/p/2297158","Makdous With Oil","250g - Approx 2 pieces/KG","5",".00","Tod. 12:00 PM","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/pickles/jalapeno-slices/p/858979","https://cdn.mafrservices.com/sys-master-root/h8b/hb3/14623369625630/858979_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/pickles/jalapeno-slices/p/858979","Jalapeno Slices","250g - Pack size 1kg","6",".37","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/salamis/prime-peperoni/p/287748","https://cdn.mafrservices.com/sys-master-root/h54/h38/47828190494750/287748_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/salamis/prime-peperoni/p/287748","Beef Pepperoni Roll","250g - Approx 40 pieces/KG","10",".62","Only 3 left","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/smocked-roasted-chicken/hana-smoked-chicken-breast-original/p/1871972","https://cdn.mafrservices.com/pim-content/UAE/media/product/1871972/1777452389/1871972_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/smocked-roasted-chicken/hana-smoked-chicken-breast-original/p/1871972","Hana Original Smoked Chicken Breast","250g - Approx 4 pieces/KG","16",".87",""
