"text-xs","w-full href","rounded-lg src","max-w-[134px] href","text-sm","text-lg","text-2xs","whitespace-pre-wrap","w-full href 2","rounded-lg src 2","max-w-[134px] href 2","text-sm 3","text-xs 3","text-lg 2","text-2xs 3","whitespace-pre-wrap 2","w-full href 3","rounded-lg src 3","max-w-[134px] href 3","text-sm 4","text-lg 3","text-2xs 5","whitespace-pre-wrap 3","whitespace-pre-wrap 4","text-xs 4","w-full href 4","rounded-lg src 4","max-w-[134px] href 4","text-sm 5","text-lg 4","text-2xs 7","whitespace-pre-wrap 5","inline-flex src","text-xs 6","text-xs 7","text-xs 8","inline-flex src 2"
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/probiotic-yoghurt/activia-kefir-850ml/p/2241785","https://cdn.mafrservices.com/pim-content/UAE/media/product/2241785/1746871803/2241785_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/probiotic-yoghurt/activia-kefir-850ml/p/2241785","Activia Kefir Dairy Drink, 850ml","14",".99","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/italian-cheese/provolone-mild-kg/p/2178328","https://cdn.mafrservices.com/pim-content/UAE/media/product/2178328/1731049203/2178328_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/flavoured-yoghurt/crf-yogurt-vanilla-jar-125gx8/p/346801","Carrefour Vanilla Yogurt, 125g, Pack of 8","AED 17.64 per Liter","27",".79","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/flavoured-yoghurt/crf-yogurt-vanilla-jar-125gx8/p/346801","https://cdn.mafrservices.com/sys-master-root/h3b/h15/12659940392990/346801_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/italian-cheese/provolone-mild-kg/p/2178328","Mild Provolone","19",".90","Only 2 left","Tom. 10:00 AM","","https://www.carrefouruae.com/mafuae/en/omega-3-eggs/al-jazira-eggs-lutein-x15/p/630818","https://cdn.mafrservices.com/pim-content/UAE/media/product/630818/1764223803/630818_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/omega-3-eggs/al-jazira-eggs-lutein-x15/p/630818","Al Jazira Lutein Medium Eggs, 15 PCS","15",".29","Tom. 10:00 AM","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","200g - Approx 200 pieces/KG","","",""
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/flavoured-yoghurt/activia-mix-go-yog-170g-chia-rasp/p/2201500","https://cdn.mafrservices.com/pim-content/UAE/media/product/2201500/1748369403/2201500_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/flavoured-yoghurt/activia-mix-go-yog-170g-chia-rasp/p/2201500","Activia Mix & Go Chia and Raspberry Yoghurt, 170g","7",".59","Only 4 left","https://www.carrefouruae.com/mafuae/en/egyptian-white-cheese/baramili-cheese-w-chilly/p/71424","https://cdn.mafrservices.com/pim-content/UAE/media/product/71424/1754993650/71424_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/greek-yogurt/kolios-greek-yogurt-0-1kg/p/1273641","Kolios Natural 0% Fat Greek Yogurt, 1kg","AED 44.65 per Kilo","40",".79","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/greek-yogurt/kolios-greek-yogurt-0-1kg/p/1273641","https://cdn.mafrservices.com/pim-content/UAE/media/product/1273641/1765437004/1273641_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/egyptian-white-cheese/baramili-cheese-w-chilly/p/71424","Baramili Cheese With Chilly","11",".55","Tom. 10:00 AM","Tom. 10:00 AM","","https://www.carrefouruae.com/mafuae/en/egyptian-white-cheese/low-salt-soft-cheese/p/455436","https://cdn.mafrservices.com/pim-content/UAE/media/product/455436/1767768405/455436_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/egyptian-white-cheese/low-salt-soft-cheese/p/455436","Low Salt Soft Cheese","19",".79","Tom. 10:00 AM","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","350g - Approx 30 pieces/KG","600g - Approx 30 pieces/KG","",""
"","https://www.carrefouruae.com/mafuae/en/probiotic-yoghurt/actimel-assorted-93mlx6-2/p/1162786","https://cdn.mafrservices.com/pim-content/UAE/media/product/1162786/1752670804/1162786_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/probiotic-yoghurt/actimel-assorted-93mlx6-2/p/1162786","Actimel Strawberry Dairy Yogurt Drink, Probiotics Laban Drink Pack of 8x93ml","22",".79","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/spain-cheese/manchego-semicured/p/1859662","https://cdn.mafrservices.com/pim-content/UAE/media/product/1859662/1764914639/1859662_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/cooking-cream/puck-cook-cream-1l/p/1125443","Puck Cooking Cream, 1L","AED 30.63 per Liter","26",".99","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/cooking-cream/puck-cook-cream-1l/p/1125443","https://cdn.mafrservices.com/pim-content/UAE/media/product/1125443/1749013203/1125443_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/other-butter/egy-buffalo-pure-ghee/p/1268898","Simply Pure Buffalo Ghee","49",".99","Tom. 10:00 AM","Tom. 10:00 AM","","https://www.carrefouruae.com/mafuae/en/other-butter/egy-buffalo-pure-ghee/p/1268898","https://cdn.mafrservices.com/pim-content/UAE/media/product/1268898/1771483912/1268898_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/spain-cheese/manchego-semicured/p/1859662","Manchego Cheese","29",".00","","","200g - Approx 7 pieces/KG","","",""
"Bright Bites","https://www.carrefouruae.com/mafuae/en/cheddar-cheese/bb-mild-cheddar-portions-20gx5/p/2250438","https://cdn.mafrservices.com/pim-content/UAE/media/product/2250438/1759900205/2250438_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/cheddar-cheese/bb-mild-cheddar-portions-20gx5/p/2250438","Bright Bites Mild Cheddar Cheese Bites Portions, 20g Pack of 5","6",".99","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/fresh-cream/crf-cream-fresh-15-20cl/p/1010441","https://cdn.mafrservices.com/sys-master-root/h5a/hb1/12649933078558/1010441_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/energy-milk/yopro-chocolate-milk-300ml/p/2241786","YoPro Protein Milk, Triple Zero Chocolate Flavoured High Protein Milk, Fat Free Milk, 300ml","AED 69.90 per Kilo","7",".29","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/energy-milk/yopro-chocolate-milk-300ml/p/2241786","https://cdn.mafrservices.com/pim-content/UAE/media/product/2241786/1759323607/2241786_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/other-butter/egy-cow-pure-ghee/p/1268899","Simply Pure Cow Ghee","48",".99","Tom. 10:00 AM","Tom. 10:00 AM","LOW PRICES","https://www.carrefouruae.com/mafuae/en/other-butter/egy-cow-pure-ghee/p/1268899","https://cdn.mafrservices.com/pim-content/UAE/media/product/1268899/1771483884/1268899_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/fresh-cream/crf-cream-fresh-15-20cl/p/1010441","Carrefour 15% Low Fat Fresh Cream, 200ml","13",".99","","https://cdnprod.mafretailproxy.com/assets/images/Vector_1_640025361d.svg","AED 24.30 per Liter","AED 69.95 per Liter","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png"
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/frozen-unsalted-butter/lurpak-butter-unsalted-200g/p/76527","https://cdn.mafrservices.com/pim-content/UAE/media/product/76527/1764389405/76527_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/cheddar-cheese/cheddar-mild-bega/p/425536","Bega Mild Cheddar Cheese","17",".22","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/cheddar-cheese/cheddar-mild-bega/p/425536","https://cdn.mafrservices.com/pim-content/UAE/media/product/425536/1761735063/425536_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/frozen-unsalted-butter/lurpak-butter-unsalted-200g/p/76527","Lurpak Unsalted Soft Butter, 200g","250g - Approx 36 pieces/KG","13",".79","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/cheese-pate-fondue/kashkaval-cow-milk-700g/p/71454","https://cdn.mafrservices.com/pim-content/UAE/media/product/71454/1756372205/71454_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/cheese-pate-fondue/kashkaval-cow-milk-700g/p/71454","Kashkaval Cow Milk 700g","57",".39","Only 1 left","Tom. 10:00 AM","","https://www.carrefouruae.com/mafuae/en/spread-processed-cheese/kiri-cheese-portion-24p-400g/p/11841","https://cdn.mafrservices.com/pim-content/UAE/media/product/11841/1762747205/11841_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/spread-processed-cheese/kiri-cheese-portion-24p-400g/p/11841","Kiri Spreadable Cream Cheese Squares 24 Portions 400g","26",".49","Tom. 10:00 AM","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","AED 68.95 per Kilo","700g - Pack size 700g","AED 61.32 per Kilo",""
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/double-cream-milk/al-rawabi-milk-double-cream-2l/p/11537","https://cdn.mafrservices.com/pim-content/UAE/media/product/11537/1752552004/11537_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/local-cheese/mish-masry/p/71455","Mish Egyptian Cheese","6",".12","Only 2 left","https://www.carrefouruae.com/mafuae/en/local-cheese/mish-masry/p/71455","https://cdn.mafrservices.com/sys-master-root/h4d/h08/14623361925150/71455_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/double-cream-milk/al-rawabi-milk-double-cream-2l/p/11537","Al Rawabi Double Cream Milk, 2L","250g - Approx 30 pieces/KG","13",".79","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/greek-yogurt/greek-yoghurt-360g/p/1921852","https://cdn.mafrservices.com/pim-content/UAE/media/product/1921852/1763554204/1921852_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/greek-yogurt/greek-yoghurt-360g/p/1921852","Hayatna Plain Protein Greek Yoghurt, 360g","10",".29","Tom. 10:00 AM","Tom. 10:00 AM","LOW PRICES","https://www.carrefouruae.com/mafuae/en/plain-laban/crf-laban-ff-1l/p/1902808","https://cdn.mafrservices.com/sys-master-root/hfe/ha9/48622955954206/1902808_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/plain-laban/crf-laban-ff-1l/p/1902808","Carrefour Full Fat Fresh Laban 1L","6",".39","Tom. 10:00 AM","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","AED 6.90 per Liter","","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png"
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/probiotic-yoghurt/activia-kefir-dairy-drink-180ml/p/2234081","https://cdn.mafrservices.com/pim-content/UAE/media/product/2234081/1748369403/2234081_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/probiotic-yoghurt/activia-kefir-dairy-drink-180ml/p/2234081","Activia Kefir Dairy Drink, 180ml","3",".99","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/mozzarella-whey-cheese/crf-cheese-mascarpone-250g/p/881683","https://cdn.mafrservices.com/sys-master-root/h56/hb1/9702125109278/881683_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/mozzarella-whey-cheese/crf-cheese-mascarpone-250g/p/881683","Carrefour Mascarpone Cheese 250g","AED 22.17 per Liter","23",".29","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/low-fat-milk/al-rawabi-milk-lf-2l/p/70040","https://cdn.mafrservices.com/pim-content/UAE/media/product/70040/1752552603/70040_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/low-fat-milk/al-rawabi-milk-lf-2l/p/70040","Al Rawabi Low Fat Milk, 2L","12",".99","Tom. 10:00 AM","Tom. 10:00 AM","LOW PRICES","https://www.carrefouruae.com/mafuae/en/soft-cheese-cottage/halloumi/p/71599","https://cdn.mafrservices.com/pim-content/UAE/media/product/71599/1724767204/71599_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/soft-cheese-cottage/halloumi/p/71599","Plain Halloumi Cheese","18",".02","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","AED 93.16 per Kilo","AED 6.50 per Liter","350g - Approx 30 pieces/KG","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png"
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/probiotic-yoghurt/actimel-mixed-berries-93ml-6-2-free/p/1938485","https://cdn.mafrservices.com/pim-content/UAE/media/product/1938485/1752670804/1938485_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/cheddar-cheese/emerald-farms-cheddar-colored/p/2154875","Emerald Farms Cheddar Red","17",".62","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/cheddar-cheese/emerald-farms-cheddar-colored/p/2154875","https://cdn.mafrservices.com/sys-master-root/h78/h7a/62667196366878/2154875_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/french-cheese/comte-18-mois-rivoire-1-8-eme/p/1116416","Comte 18 Mois Rivoire 1/8 EME","250g - Approx 36 pieces/KG","18",".90","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/frozen-salted-butter/kerrygold-butter-salted-200g/p/922222","https://cdn.mafrservices.com/sys-master-root/h1a/h58/12660241104926/922222_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/frozen-salted-butter/kerrygold-butter-salted-200g/p/922222","Kerrygold Pure Irish Salted Butter 200g","14",".79","Tom. 10:00 AM","Tom. 10:00 AM","","https://www.carrefouruae.com/mafuae/en/french-cheese/comte-18-mois-rivoire-1-8-eme/p/1116416","https://cdn.mafrservices.com/sys-master-root/hbf/hf7/13704225259550/1116416_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/probiotic-yoghurt/actimel-mixed-berries-93ml-6-2-free/p/1938485","Actimel Mixed Berries Dairy Yogurt Drink, Probiotics Laban Drink Pack of 8x93ml","22",".79","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","100g - Approx 10 pieces/KG","AED 73.95 per Kilo","AED 30.63 per Liter",""
"","https://www.carrefouruae.com/mafuae/en/full-fat-milk/fresh-milk-ff-2l/p/1887862","https://cdn.mafrservices.com/pim-content/UAE/media/product/1887862/1761895203/1887862_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/cheddar-cheese/celtic-white-cheddar/p/1371729","Celtic White Cheddar","18",".50","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/cheddar-cheese/celtic-white-cheddar/p/1371729","https://cdn.mafrservices.com/pim-content/UAE/media/product/1371729/1759384807/1371729_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/full-fat-milk/fresh-milk-ff-2l/p/1887862","Hayatna Full Fat Fresh Milk Rich in Vitamins & Nutrients 2L","250g - Approx 36 pieces/KG","11",".29","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/fresh-cream/crf-cream-fresh-thick-50cl/p/242094","https://cdn.mafrservices.com/sys-master-root/hd1/hce/27150338097182/242094_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/labneh/fresh-labneh-low-fat/p/75728","Fresh Low-Fat Labneh","10",".81","Tom. 10:00 AM","Tom. 10:00 AM","","https://www.carrefouruae.com/mafuae/en/labneh/fresh-labneh-low-fat/p/75728","https://cdn.mafrservices.com/pim-content/UAE/media/product/75728/1770454084/75728_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/fresh-cream/crf-cream-fresh-thick-50cl/p/242094","Carrefour Fresh Sour Cream, 500ml","34",".29","","","AED 5.65 per Liter","350g - Approx 36 pieces/KG","AED 68.58 per Liter",""
"","https://www.carrefouruae.com/mafuae/en/spread-processed-cheese/kiri-glass-jar-2x500g-sp-price/p/2148482","https://cdn.mafrservices.com/sys-master-root/h85/h8c/61809046716446/2148482_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/spread-processed-cheese/kiri-glass-jar-2x500g-sp-price/p/2148482","Kiri Cream Cheese Glass Jar 500g Pack of 2","27",".79","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/cheddar-cheese/cheddar-white-maria-s/p/1237600","https://cdn.mafrservices.com/pim-content/UAE/media/product/1237600/1756372205/1237600_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/cheddar-cheese/cheddar-white-maria-s/p/1237600","Marias's White Cheddar","200g - Approx 40 pieces/KG","10",".94","Only 2 left","https://www.carrefouruae.com/mafuae/en/italian-cheese/burrata-200g/p/1165990","https://cdn.mafrservices.com/sys-master-root/h14/h22/49312321863710/1165990_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/italian-cheese/burrata-200g/p/1165990","Burrata 200g","45",".49","Tom. 10:00 AM","Only 2 left","","https://www.carrefouruae.com/mafuae/en/fresh-cream/crf-cream-fresh-20cl/p/232488","https://cdn.mafrservices.com/sys-master-root/he1/h79/29667964420126/232488_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/fresh-cream/crf-cream-fresh-20cl/p/232488","Carrefour Fresh Cream, 200ml","13",".99","Tom. 10:00 AM","","AED 69.95 per Liter","","",""
"LOW PRICES","","","https://www.carrefouruae.com/mafuae/en/greek-yogurt/protein-greek-yog-zerofat-180g/p/2244543","Balade Farms Natural Zero Fat Protein Greek Yogurt, 180g","6",".79","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/labneh/fresh-labneh-w-chili/p/71096","Fresh Labneh with Chilli","AED 37.72 per Kilo","6",".10","Only 2 left","","","https://www.carrefouruae.com/mafuae/en/french-cheese/french-emmenthal-block/p/71568","French Emmental","16",".10","Tom. 10:00 AM","Tom. 10:00 AM","","","","https://www.carrefouruae.com/mafuae/en/french-cheese/crf-cheese-camembert-45-250g/p/231322","Carrefour Le Camembert Cheese 250g","28",".29","Tom. 10:00 AM","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","200g - Approx 5 pieces/KG","200g - Approx 5 pieces/KG","AED 113.16 per Kilo",""
"LOW PRICES","","","https://www.carrefouruae.com/mafuae/en/mozzarella-whey-cheese/feta-greek-karalis-kg/p/1078878","Karalis Greek Feta","19",".50","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/cheese-pate-fondue/moni-cow-kashkaval-350g/p/1859792","Moni Cow Kashkaval 350g","200g - Approx 5 pieces/KG","33",".49","Only 2 left","","","https://www.carrefouruae.com/mafuae/en/shredded-grated-cheese/crf-cheddar-cheese-white-cubes-200g/p/1334119","Carrefour White Cheddar Cheese Cubes, 200g","15",".29","Tom. 10:00 AM","Tom. 10:00 AM","","","","https://www.carrefouruae.com/mafuae/en/camel-milk/camelicious-camel-milk-1l/p/1013710","Camelicious Camel Milk, 1L","21",".79","Tom. 10:00 AM","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","AED 76.45 per Kilo","","",""
"LOW PRICES","","","https://www.carrefouruae.com/mafuae/en/labneh/fresh-labneh-turkish-nyssa/p/1804972","Nyssa Fresh Turkish Labneh","11",".95","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/western-cheese/skn-comte/p/1755595","Comte Skin-Pack Cheese","500g - Pack size 1 Pack","37",".80","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/fresh-cream/crf-cream-fresh-15-50cl/p/1010442","Carrefour 15% Light Thick Cream, 50ml","34",".29","Tom. 10:00 AM","Tom. 10:00 AM","","","","https://www.carrefouruae.com/mafuae/en/labneh/labnah-jarshia/p/1607965","Jarshia Labneh","12",".70","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","200g - Pack size Approx. 200-300g","AED 68.58 per Liter","350g - Approx 36 pieces/KG",""
"LOW PRICES","","","https://www.carrefouruae.com/mafuae/en/soft-cheese-cottage/nabulsi-al-baraka/p/396140","Naboulsi (Al Baraka)","17",".50","Only 3 left","","","https://www.carrefouruae.com/mafuae/en/drinking-yogurt/nada-dgy-strawberry-330ml/p/1555483","Nada Strawberry Greek Yogurt Drink, 330ml","350g - Approx 5 pieces/KG","6",".59","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/french-cheese/brie-paysan-breton/p/1055504","Paysan Breton Brie","25",".00","Tom. 10:00 AM","Tom. 10:00 AM","","","","https://www.carrefouruae.com/mafuae/en/flavoured-yoghurt/crf-bifidus-vanilla-yoghurt-4x125g-/p/1874088","Carrefour Classic Bifidus Vanilla Yoghurt 125g Pack of 4","13",".29","Tom. 10:00 AM","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","AED 19.97 per Liter","250g - Approx 7 pieces/KG","AED 26.58 per Kilo",""
"","","","https://www.carrefouruae.com/mafuae/en/soft-cheese-cottage/baladi-cheese-low-fat/p/968894","Baladi Cheese Low Fat","15",".92","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/egyptian-white-cheese/arish-zebdya/p/1154296","Zebdya Areesh Cheese","350g - Approx 30 pieces/KG","13",".30","Only 3 left","","","https://www.carrefouruae.com/mafuae/en/french-cheese/comte-a-o-c-1-4-pointe/p/71342","Comte A.O.C","29",".00","Tom. 10:00 AM","Tom. 10:00 AM","","","","https://www.carrefouruae.com/mafuae/en/spread-processed-cheese/piknik-peelable-cheese-stick-160g/p/1201030","Pik-Nik Classic Snack Fresh Peelable Cheese Stick, 160g","24",".49","Tom. 10:00 AM","","350g - Approx 30 pieces/KG","200g - Approx 7 pieces/KG","AED 153.06 per Kilo",""
"","","","https://www.carrefouruae.com/mafuae/en/feta-white-cheese/white-bulgarian-cows-cheese/p/73585","White Bulgarian Cow's Cheese","21",".80","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/soft-cheese-cottage/akawi-al-baraka/p/71471","Fresh Akkawi Cheese","350g - Approx 36 pieces/KG","16",".10","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/western-cheese/skn-gruyere/p/1755550","Gruyere Skin-Pack Cheese","45",".00","Tom. 10:00 AM","Tom. 10:00 AM","","","","https://www.carrefouruae.com/mafuae/en/full-fat-yogurt/crf-plain-yogurt-full-fat-170-gm/p/1812635","Carrefour Fresh Full Fat Yogurt, 170g","1",".69","","","350g - Pack size 250g","200g - Pack size Approx. 200-300g","AED 9.94 per Kilo",""
"LOW PRICES","","","https://www.carrefouruae.com/mafuae/en/full-fat-yogurt/crf-plain-yogurt-full-fat-400-gm/p/1812636","Carrefour Fresh Full Fat Yogurt, 400g","2",".79","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/egyptian-white-cheese/al-taieb-low-salt-soft-cheese/p/1154302","Al Tayeb Low-Salt Cheese","AED 6.98 per Kilo","16",".97","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/flavored-greek-yogurt/balade-greek-yogurt-strawberry-180g/p/1364511","Balade Greek Style Strawberry Yogurt, 180g","6",".59","Tom. 10:00 AM","Only 2 left","LOW PRICES","","","https://www.carrefouruae.com/mafuae/en/labneh/fresh-labneh-w-zaatar/p/71433","Fresh Labneh With Zaatar","6",".10","Tom. 10:00 AM","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","350g - Approx 30 pieces/KG","AED 36.61 per Kilo","200g - Approx 5 pieces/KG","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png"
